TARİH,KURŞUNSUZ BENZİN (TL/LT),GAZ YAĞI (TL/LT),TP MOTORİN (TL/LT),MOTORİN (TL/LT),KALORİFER YAKITI (TL/KG),FUEL OIL (TL/KG),Y.K. FUEL OIL (TL/KG),TPGAZ
21 Eylül 2021,7.97,7.89,7.50,7.47,6.85,6.17,5.33,5.09
07 Ekim 2021,7.97,8.47,7.50,7.47,8.01,7.09,6.44,5.95
16 Ekim 2021,8.11,9.24,8.14,8.11,8.01,7.09,6.44,5.95
20 Ekim 2021,8.11,9.47,8.37,8.34,8.38,7.37,6.54,5.95
25 Kasım 2021,9.87,11.15,9.98,9.95,10.20,9.10,7.75,8.23
27 Kasım 2021,9.87,11.08,9.98,9.95,10.16,9.10,7.69,8.23
17 Aralık 2021,11.10,12.34,10.55,10.51,10.83,9.71,8.09,8.23
18 Aralık 2021,11.79,13.04,11.69,11.65,11.91,10.60,9.05,8.94
21 Aralık 2021,11.79,13.63,11.69,11.65,12.48,11.10,9.44,8.94
01 Ocak 2022,13.15,11.74,12.96,12.92,10.58,9.34,8.17,9.03
07 Ocak 2022,13.12,12.45,12.99,12.95,10.58,9.34,8.17,9.03
10 Ocak 2022,13.75,12.82,13.93,13.89,11.51,10.18,8.79,9.03
02 Şubat 2022,14.65,13.47,14.83,14.79,12.17,10.73,9.38,9.33
05 Şubat 2022,14.65,14.05,14.83,14.79,12.17,10.73,9.38,9.72
09 Şubat 2022,15.36,14.44,15.63,15.59,13.01,11.52,9.76,9.72
02 Mart 2022,16.75,15.12,16.29,16.25,13.46,11.90,9.92,10.66
11 Mart 2022,20.58,20.50,23.06,23.03,18.58,15.80,13.08,11.12
15 Mart 2022,20.61,18.21,20.73,20.69,17.14,14.90,12.76,11.12
17 Mart 2022,18.23,16.78,18.93,18.89,15.32,13.27,11.40,11.12
02 Nisan 2022,19.21,19.48,21.47,21.44,16.45,13.76,12.31,11.12
08 Nisan 2022,19.21,19.48,21.47,21.44,15.90,13.12,11.34,11.75
12 Nisan 2022,19.23,19.48,20.44,20.41,15.24,12.65,10.91,11.75
14 Mayıs 2022,21.38,21.54,22.31,22.27,16.63,13.51,11.91,10.77
18 Mayıs 2022,23.06,21.54,22.31,22.27,17.36,14.30,12.58,11.13
21 Mayıs 2022,23.07,21.54,22.31,22.27,17.28,14.34,12.75,11.13
02 Haziran 2022,26.46,24.73,26.16,26.12,18.76,15.16,13.64,11.49
08 Haziran 2022,26.46,24.73,28.10,28.05,19.63,15.49,13.02,11.49
10 Haziran 2022,26.46,26.09,28.11,28.07,20.87,16.34,13.29,11.62
30 Haziran 2022,27.48,24.30,26.88,26.83,19.31,14.92,12.69,12.16
02 Temmuz 2022,25.35,24.30,26.88,26.83,19.31,14.92,12.69,10.40
21 Temmuz 2022,22.96,22.64,25.68,25.63,18.49,14.73,11.90,10.71
28 Temmuz 2022,22.49,22.64,24.77,24.73,18.49,14.73,11.90,10.71
02 Ağustos 2022,22.49,22.64,24.77,24.73,19.25,15.87,12.56,11.11
23 Ağustos 2022,21.39,22.75,25.31,25.26,18.04,15.15,11.23,11.21
25 Ağustos 2022,21.39,24.22,26.26,26.21,19.17,15.35,11.18,11.21
27 Ağustos 2022,21.42,25.07,27.15,27.11,19.17,15.35,11.18,11.21
16 Eylül 2022,19.47,21.66,25.10,25.05,17.56,14.57,8.35,10.81
30 Eylül 2022,19.53,21.32,23.42,23.37,17.39,14.04,8.24,10.81
04 Ekim 2022,19.53,21.32,23.42,23.37,17.32,14.05,8.80,10.81
08 Ekim 2022,20.89,21.32,27.43,27.38,19.39,14.93,11.17,10.06
11 Ekim 2022,20.89,24.64,28.81,28.76,20.09,15.37,11.32,10.06
01 Kasım 2022,21.67,22.26,26.69,26.64,18.67,14.09,10.21,10.06
12 Kasım 2022,22.98,23.71,26.67,26.62,17.73,13.84,10.82,10.56
22 Kasım 2022,21.49,22.69,25.14,25.09,16.49,12.36,10.41,10.65
23 Kasım 2022,20.33,22.69,25.14,25.09,15.81,11.68,9.70,10.65
30 Kasım 2022,20.48,20.59,22.80,22.74,16.24,12.33,9.91,10.65
03 Aralık 2022,20.48,21.60,23.95,23.90,16.24,12.33,9.91,10.65
13 Aralık 2022,17.73,19.28,21.44,21.39,14.86,11.70,9.77,10.70
23 Aralık 2022,18.97,20.31,22.41,22.36,15.74,11.94,9.76,10.70
03 Ocak 2023,19.89,20.32,22.47,22.42,16.01,12.57,10.29,10.75
14 Ocak 2023,20.12,20.43,22.61,22.56,16.01,12.43,9.38,10.75
17 Ocak 2023,20.79,21.90,22.61,22.56,16.01,12.43,9.38,10.75
25 Ocak 2023,22.10,24.09,23.74,23.69,17.01,12.93,10.31,10.75
08 Şubat 2023,20.26,18.65,20.63,20.57,15.22,12.55,9.24,11.90
22 Şubat 2023,21.61,18.74,22.08,22.03,15.67,13.10,9.91,11.90
23 Şubat 2023,21.13,18.74,22.08,22.03,15.31,12.58,10.19,11.90
09 Mart 2023,21.31,19.46,22.53,22.48,15.98,13.08,10.92,11.90
16 Mart 2023,21.35,18.72,21.86,21.81,15.09,11.93,11.36,11.97
28 Mart 2023,22.22,17.33,21.45,21.40,14.70,11.63,10.74,11.97
05 Nisan 2023,23.30,18.01,21.38,21.33,15.88,13.17,12.21,10.18
21 Nisan 2023,22.08,18.18,21.11,21.06,15.88,13.17,12.21,10.51
25 Nisan 2023,22.08,17.48,20.64,20.58,15.88,13.17,12.21,10.51
05 Mayıs 2023,21.18,15.94,18.86,18.81,15.05,13.04,11.45,10.56
23 Mayıs 2023,21.41,16.64,20.29,20.24,14.60,12.52,11.43,10.56
24 Mayıs 2023,21.42,16.64,20.30,20.25,14.60,12.52,11.43,10.56
07 Haziran 2023,22.08,17.18,21.66,21.61,15.16,12.92,11.80,9.78
08 Haziran 2023,22.08,18.39,21.66,21.61,16.27,13.75,12.30,9.78
20 Haziran 2023,24.90,19.75,24.83,24.78,18.40,15.69,13.54,10.68
07 Temmuz 2023,27.20,22.55,25.97,25.92,20.22,17.26,16.73,10.69
15 Temmuz 2023,29.04,24.29,27.53,27.48,21.66,18.28,17.61,11.25
28 Temmuz 2023,37.06,30.38,36.51,36.46,26.07,22.40,19.67,14.19
27 Eylül 2023,37.83,34.96,41.32,41.28,29.25,24.81,22.46,17.55
03 Ekim 2023,37.89,34.96,41.38,41.34,29.25,24.81,22.46,18.30
05 Ekim 2023,35.78,34.96,41.38,41.34,29.25,24.81,22.46,18.38
07 Ekim 2023,34.74,32.13,38.53,38.49,26.88,22.69,20.13,18.38
11 Ekim 2023,34.80,32.13,38.59,38.55,27.83,23.79,20.59,18.38
20 Ekim 2023,34.83,35.05,40.88,40.84,29.18,24.98,21.78,18.38
27 Ekim 2023,36.31,35.05,40.88,40.84,28.20,24.36,20.37,18.38
01 Kasım 2023,35.65,33.26,39.31,39.27,28.09,24.37,19.66,18.38
03 Kasım 2023,35.69,33.26,39.35,39.31,28.09,24.37,19.66,18.46
09 Kasım 2023,35.78,33.26,39.33,39.29,27.04,23.24,18.44,18.46
16 Kasım 2023,35.78,33.26,38.83,38.79,27.04,23.24,18.44,18.46
21 Kasım 2023,35.84,33.26,38.89,38.85,27.04,23.24,18.44,18.46
28 Kasım 2023,35.85,33.26,38.90,38.86,27.52,23.90,19.55,18.46
05 Aralık 2023,35.85,31.81,38.90,38.86,27.52,23.90,19.55,18.46
07 Aralık 2023,35.85,31.81,37.56,37.52,26.54,22.94,18.81,18.46
09 Aralık 2023,34.25,30.03,36.80,36.76,25.61,22.07,17.88,18.46
16 Şubat 2024,42.63,36.52,45.86,45.81,29.76,24.20,22.31,20.34
23 Şubat 2024,41.87,35.46,43.55,43.50,29.82,25.38,22.27,20.79
12 Mart 2024,41.93,34.29,42.29,42.24,30.77,26.74,22.86,21.64
15 Mart 2024,43.52,34.29,43.45,43.40,30.81,26.78,22.36,21.64
19 Mart 2024,43.56,35.81,43.48,43.43,30.81,26.78,22.36,21.76
21 Mart 2024,44.90,35.81,44.59,44.54,31.83,27.51,23.42,21.64
23 Mart 2024,44.92,35.81,43.59,43.54,31.83,27.51,23.42,22.21
